"Distance","Time","Status","OriginInd","DestinationInd"
59296,3109,"OK",66,4
38200,1989,"OK",66,5
49927,2862,"OK",66,6
7400,785,"OK",66,7
13836,1014,"OK",66,8
35300,1890,"OK",66,9
37383,2199,"OK",66,10
53011,2458,"OK",66,11
36456,2008,"OK",66,12
21852,1521,"OK",66,13
61143,2936,"OK",66,14
63081,3061,"OK",66,15
55600,2638,"OK",66,16
39454,1945,"OK",66,17
21852,1521,"OK",66,18
55412,2659,"OK",66,19
61665,3108,"OK",66,20
62985,3037,"OK",66,21
22563,1099,"OK",66,22
37821,1943,"OK",66,23
60374,2800,"OK",66,24
69817,3130,"OK",66,25
51719,2558,"OK",66,26
45999,2210,"OK",66,27
54164,2632,"OK",66,28
29754,1487,"OK",66,29
16354,1316,"OK",66,30
120132,6333,"OK",66,31
44916,2145,"OK",66,32
85700,3933,"OK",66,33
49891,2359,"OK",66,34
48625,2356,"OK",66,35
3369,268,"OK",66,36
28017,1611,"OK",66,37
26848,1489,"OK",66,38
36672,1740,"OK",66,39
19557,1298,"OK",66,40
63170,2913,"OK",66,41
37398,1883,"OK",66,42
77233,3660,"OK",66,43
26988,1508,"OK",66,44
34253,1986,"OK",66,45
29055,1735,"OK",66,46
19055,1048,"OK",66,47
62133,3190,"OK",66,48
24931,1361,"OK",66,49
5142,601,"OK",66,50
36296,2045,"OK",66,51
60292,2862,"OK",66,52
30535,1596,"OK",66,53
26978,1389,"OK",66,54
37522,2207,"OK",66,55
37135,2185,"OK",66,56
38889,2032,"OK",66,57
41885,1868,"OK",66,58
11918,1155,"OK",66,59
28269,1588,"OK",66,60
37469,1877,"OK",66,61
52858,2644,"OK",66,62
65333,3079,"OK",66,63
22421,1382,"OK",66,64
46416,2504,"OK",66,65
0,0,"OK",66,66
19941,1342,"OK",66,67
56477,2801,"OK",66,68
58704,2691,"OK",66,69
45547,2246,"OK",66,70
60185,2821,"OK",66,71
37936,2247,"OK",66,72
70477,3411,"OK",66,73
61798,2877,"OK",66,74
30837,1763,"OK",66,75
22376,1339,"OK",66,76
27123,1471,"OK",66,77
50828,2651,"OK",66,78
29595,1467,"OK",66,79
53011,2458,"OK",66,80
5159,608,"OK",66,81
17169,1316,"OK",66,82
55503,2827,"OK",66,83
106799,5299,"OK",66,84
6278,618,"OK",66,85
29336,1692,"OK",66,86
24520,1244,"OK",66,87
25955,1135,"OK",66,88
48153,2333,"OK",66,89
119593,6251,"OK",66,90
34507,2163,"OK",66,91
25948,1401,"OK",66,92
29187,1410,"OK",66,93
29278,1609,"OK",66,94
63473,3089,"OK",66,95
38796,2398,"OK",66,96
28325,1437,"OK",66,97
62212,2749,"OK",66,98
34237,1794,"OK",66,99
20021,1186,"OK",66,100
10953,1051,"OK",66,101
28266,1421,"OK",66,102
106758,5273,"OK",66,103
4448,496,"OK",66,104
32721,2010,"OK",66,105
32716,2008,"OK",66,106
19766,1299,"OK",66,107
41459,2223,"OK",66,108
2963,284,"OK",66,109
20243,1742,"OK",66,110
48405,2326,"OK",66,111
47236,2450,"OK",66,112
21852,1521,"OK",66,113
33729,2085,"OK",66,114
15879,1018,"OK",66,115
49384,2494,"OK",66,116
40626,2305,"OK",66,117
62247,3146,"OK",66,0
21814,1630,"OK",67,1
19577,1427,"OK",67,2
29940,1774,"OK",67,3
50806,2831,"OK",67,4
24791,1613,"OK",67,5
36518,2486,"OK",67,6
25762,1597,"OK",67,7
12338,1091,"OK",67,8
21892,1513,"OK",67,9
23974,1822,"OK",67,10
42412,2235,"OK",67,11
20791,1656,"OK",67,12
28738,1891,"OK",67,13
54055,2682,"OK",67,14
47217,2635,"OK",67,15
39749,2220,"OK",67,16
26045,1568,"OK",67,17
28738,1891,"OK",67,18
42003,2282,"OK",67,19
46361,2649,"OK",67,20
47121,2611,"OK",67,21
38283,1912,"OK",67,22
37041,1941,"OK",67,23
46965,2423,"OK",67,24
53953,2704,"OK",67,25
44631,2304,"OK",67,26
47705,2492,"OK",67,27
40755,2255,"OK",67,28
16345,1110,"OK",67,29
28141,2014,"OK",67,30
97832,5872,"OK",67,31
29051,1719,"OK",67,32
69930,3501,"OK",67,33
47558,2448,"OK",67,34
39872,2148,"OK",67,35
19088,1081,"OK",67,36
29723,1893,"OK",67,37
15299,1110,"OK",67,38
7941,1061,"OK",67,39
12074,1318,"OK",67,40
47319,2495,"OK",67,41
39104,2166,"OK",67,42
61369,3234,"OK",67,43
15440,1129,"OK",67,44
22704,1607,"OK",67,45
26848,1803,"OK",67,46
4677,655,"OK",67,47
53642,2913,"OK",67,48
9047,1027,"OK",67,49
23400,1462,"OK",67,50
22887,1668,"OK",67,51
44428,2437,"OK",67,52
32185,1888,"OK",67,53
13569,1012,"OK",67,54
24113,1831,"OK",67,55
23726,1808,"OK",67,56
27340,1653,"OK",67,57
19585,1408,"OK",67,58
19139,1394,"OK",67,59
14860,1211,"OK",67,60
35245,1870,"OK",67,61
43991,2437,"OK",67,62
49469,2654,"OK",67,63
5582,708,"OK",67,64
33007,2127,"OK",67,65
20502,1223,"OK",67,66
0,0,"OK",67,67
43068,2424,"OK",67,68
50213,2414,"OK",67,69
32138,1869,"OK",67,70
44321,2395,"OK",67,71
24528,1871,"OK",67,72
54612,2985,"OK",67,73
45934,2452,"OK",67,74
17428,1386,"OK",67,75
7622,990,"OK",67,76
13714,1094,"OK",67,77
37419,2274,"OK",67,78
16186,1090,"OK",67,79
42412,2235,"OK",67,80
23417,1468,"OK",67,81
30079,1820,"OK",67,82
42094,2450,"OK",67,83
84499,4839,"OK",67,84
15325,1058,"OK",67,85
30301,1965,"OK",67,86
40240,2058,"OK",67,87
41674,1948,"OK",67,88
41065,2079,"OK",67,89
97293,5790,"OK",67,90
21098,1786,"OK",67,91
12879,1065,"OK",67,92
15778,1033,"OK",67,93
17729,1230,"OK",67,94
47622,2670,"OK",67,95
25388,2021,"OK",67,96
6828,735,"OK",67,97
46361,2331,"OK",67,98
11344,1304,"OK",67,99
15524,1549,"OK",67,100
28891,1866,"OK",67,101
6769,719,"OK",67,102
84458,4812,"OK",67,103
19629,1370,"OK",67,104
19312,1633,"OK",67,105
19307,1631,"OK",67,106
798,155,"OK",67,107
31542,2255,"OK",67,108
17460,1141,"OK",67,109
35041,2299,"OK",67,110
41316,2072,"OK",67,111
33827,2073,"OK",67,112
28738,1891,"OK",67,113
20320,1708,"OK",67,114
31598,1831,"OK",67,115
35975,2117,"OK",67,116
27217,1928,"OK",67,117
46943,2688,"OK",67,0
44008,2378,"OK",68,1
27786,1731,"OK",68,2
69722,3308,"OK",68,3
30374,1985,"OK",68,4
35409,2157,"OK",68,5
16190,1528,"OK",68,6
61641,3011,"OK",68,7
43780,2212,"OK",68,8
22240,1448,"OK",68,9
31224,2145,"OK",68,10
44652,2142,"OK",68,11
23104,1790,"OK",68,12
54842,2888,"OK",68,13
47424,2321,"OK",68,14
23276,1668,"OK",68,15
39959,2136,"OK",68,16
17964,1081,"OK",68,17
54842,2888,"OK",68,18
1212,237,"OK",68,19
26562,1693,"OK",68,20
23180,1644,"OK",68,21
74162,3326,"OK",68,22
47552,2296,"OK",68,23
15554,1064,"OK",68,24
30033,1766,"OK",68,25
48714,2395,"OK",68,26
52407,2519,"OK",68,27
4903,759,"OK",68,28
26094,1694,"OK",68,29
59614,2967,"OK",68,30
111598,5244,"OK",68,31
31779,1916,"OK",68,32
54215,2879,"OK",68,33
49798,2355,"OK",68,34
32412,1688,"OK",68,35
54967,2495,"OK",68,36
45263,2134,"OK",68,37
30360,1745,"OK",68,38
37722,2226,"OK",68,39
41879,2186,"OK",68,40
32784,1945,"OK",68,41
54524,2550,"OK",68,42
37449,2296,"OK",68,43
29863,1633,"OK",68,44
30287,2045,"OK",68,45
44090,2294,"OK",68,46
38694,1979,"OK",68,47
36756,2261,"OK",68,48
60861,2988,"OK",68,49
59279,2876,"OK",68,50
22217,1531,"OK",68,51
22413,1620,"OK",68,52
49863,2594,"OK",68,53
29782,1996,"OK",68,54
23425,1791,"OK",68,55
30976,2131,"OK",68,56
36063,1921,"OK",68,57
41188,2270,"OK",68,58
66038,3158,"OK",68,59
28543,1978,"OK",68,60
45756,2224,"OK",68,61
19938,1388,"OK",68,62
25549,1715,"OK",68,63
38716,2198,"OK",68,64
15079,1250,"OK",68,65
56381,2637,"OK",68,66
43414,2431,"OK",68,67
0,0,"OK",68,68
41187,2032,"OK",68,69
12032,956,"OK",68,70
29305,2083,"OK",68,71
31777,2193,"OK",68,72
30671,2018,"OK",68,73
19294,1514,"OK",68,74
26247,1623,"OK",68,75
35722,2026,"OK",68,76
30756,2091,"OK",68,77
13634,950,"OK",68,78
30225,1743,"OK",68,79
44652,2142,"OK",68,80
59296,2882,"OK",68,81
69861,3354,"OK",68,82
6433,1059,"OK",68,83
96819,4234,"OK",68,84
51204,2472,"OK",68,85
42795,2211,"OK",68,86
76119,3471,"OK",68,87
75153,3216,"OK",68,88
44024,2202,"OK",68,89
111059,5162,"OK",68,90
24299,1929,"OK",68,91
31302,1751,"OK",68,92
28900,1921,"OK",68,93
34242,1912,"OK",68,94
26559,1695,"OK",68,95
20813,1659,"OK",68,96
55866,2772,"OK",68,97
34166,1869,"OK",68,98
52465,2841,"OK",68,99
63845,3263,"OK",68,100
60363,2819,"OK",68,101
55807,2756,"OK",68,102
96777,4208,"OK",68,103
55508,2784,"OK",68,104
26896,1871,"OK",68,105
26891,1870,"OK",68,106
43758,2443,"OK",68,107
32325,1716,"OK",68,108
53339,2555,"OK",68,109
53270,2975,"OK",68,110
43880,2075,"OK",68,111
14710,1186,"OK",68,112
54842,2888,"OK",68,113
23267,1887,"OK",68,114
67477,3245,"OK",68,115
10954,960,"OK",68,116
22415,2055,"OK",68,117
26794,1831,"OK",68,0
52576,2569,"OK",69,1
36354,1922,"OK",69,2
71343,2988,"OK",69,3
10251,1198,"OK",69,4
43977,2348,"OK",69,5
45958,2557,"OK",69,6
64178,2871,"OK",69,7
51921,2311,"OK",69,8
31123,1726,"OK",69,9
39792,2336,"OK",69,10
20800,1101,"OK",69,11
32153,1941,"OK",69,12
45764,2309,"OK",69,13
8861,717,"OK",69,14
57159,2677,"OK",69,15
61377,2997,"OK",69,16
33883,1714,"OK",69,17
45764,2309,"OK",69,18
40582,1960,"OK",69,19
60446,2702,"OK",69,20
57063,2653,"OK",69,21
76698,3186,"OK",69,22
25310,1272,"OK",69,23
34718,1591,"OK",69,24
63917,2775,"OK",69,25
11744,1232,"OK",69,26
28554,1479,"OK",69,27
39366,1918,"OK",69,28
34662,1885,"OK",69,29
44344,2478,"OK",69,30
145481,6254,"OK",69,31
50692,2504,"OK",69,32
88098,3888,"OK",69,33
25945,1314,"OK",69,34
14112,869,"OK",69,35
57503,2355,"OK",69,36
31376,1450,"OK",69,37
38418,1741,"OK",69,38
46291,2417,"OK",69,39
47286,2208,"OK",69,40
66667,2954,"OK",69,41
33657,1578,"OK",69,42
71332,3305,"OK",69,43
37612,1755,"OK",69,44
29293,1946,"OK",69,45
30202,1609,"OK",69,46
45752,2002,"OK",69,47
6082,763,"OK",69,48
59909,3017,"OK",69,49
61815,2736,"OK",69,50
28626,1497,"OK",69,51
56296,2629,"OK",69,52
35590,1779,"OK",69,53
45964,2079,"OK",69,54
33693,2082,"OK",69,55
39544,2322,"OK",69,56
25392,1354,"OK",69,57
46469,2391,"OK",69,58
64509,2818,"OK",69,59
37112,2169,"OK",69,60
23515,1201,"OK",69,61
26467,1422,"OK",69,62
59433,2725,"OK",69,63
45774,2221,"OK",69,64
44847,2278,"OK",69,65
58917,2497,"OK",69,66
50472,2454,"OK",69,67
41647,2101,"OK",69,68
0,0,"OK",69,69
41800,1984,"OK",69,70
60564,3053,"OK",69,71
40345,2384,"OK",69,72
64554,3027,"OK",69,73
53177,2524,"OK",69,74
34816,1814,"OK",69,75
42292,2116,"OK",69,76
46109,2162,"OK",69,77
31679,1485,"OK",69,78
41636,1952,"OK",69,79
20800,1101,"OK",69,80
61832,2742,"OK",69,81
71482,3033,"OK",69,82
40705,2113,"OK",69,83
130702,5243,"OK",69,84
53740,2332,"OK",69,85
28908,1526,"OK",69,86
78655,3332,"OK",69,87
79393,3110,"OK",69,88
8310,869,"OK",69,89
144942,6172,"OK",69,90
37272,2234,"OK",69,91
40012,1816,"OK",69,92
37468,2112,"OK",69,93
38124,1859,"OK",69,94
60443,2704,"OK",69,95
35893,2177,"OK",69,96
60083,2865,"OK",69,97
68049,2878,"OK",69,98
56681,2934,"OK",69,99
66008,2844,"OK",69,100
63605,2748,"OK",69,101
60024,2848,"OK",69,102
130661,5217,"OK",69,103
57421,2619,"OK",69,104
35464,2062,"OK",69,105
35459,2061,"OK",69,106
50816,2467,"OK",69,107
21654,1149,"OK",69,108
55876,2415,"OK",69,109
40904,2196,"OK",69,110
11853,1128,"OK",69,111
44478,2215,"OK",69,112
45764,2309,"OK",69,113
33361,2100,"OK",69,114
70013,3105,"OK",69,115
34936,1790,"OK",69,116
43035,2442,"OK",69,117
60677,2841,"OK",69,0
33424,1825,"OK",70,1
17203,1177,"OK",70,2
59138,2755,"OK",70,3
30459,1886,"OK",70,4
24825,1604,"OK",70,5
4655,783,"OK",70,6
51058,2458,"OK",70,7
33197,1659,"OK",70,8
11656,894,"OK",70,9
20640,1591,"OK",70,10
44737,2042,"OK",70,11
12521,1237,"OK",70,12
44258,2335,"OK",70,13
45557,2190,"OK",70,14
27223,1555,"OK",70,15
43907,2023,"OK",70,16
7381,527,"OK",70,17
44258,2335,"OK",70,18
10678,824,"OK",70,19
30510,1580,"OK",70,20
27127,1531,"OK",70,21
63578,2772,"OK",70,22
42123,2051,"OK",70,23
15639,964,"OK",70,24
33981,1653,"OK",70,25
48799,2295,"OK",70,26
52492,2420,"OK",70,27
9430,796,"OK",70,28
15510,1141,"OK",70,29
49030,2413,"OK",70,30
115545,5132,"OK",70,31
35726,1804,"OK",70,32
58162,2767,"OK",70,33
49883,2255,"OK",70,34
27321,1440,"OK",70,35
44384,1941,"OK",70,36
39834,1889,"OK",70,37
19777,1192,"OK",70,38
27139,1672,"OK",70,39
31296,1633,"OK",70,40
36731,1832,"OK",70,41
45033,2294,"OK",70,42
41396,2183,"OK",70,43
19280,1079,"OK",70,44
19704,1492,"OK",70,45
32778,1932,"OK",70,46
28111,1425,"OK",70,47
36841,2161,"OK",70,48
45926,2335,"OK",70,49
48695,2322,"OK",70,50
11633,978,"OK",70,51
26360,1507,"OK",70,52
38115,2016,"OK",70,53
19199,1443,"OK",70,54
12842,1237,"OK",70,55
20392,1577,"OK",70,56
30634,1676,"OK",70,57
27318,1647,"OK",70,58
51103,2506,"OK",70,59
17960,1424,"OK",70,60
40327,1979,"OK",70,61
20023,1288,"OK",70,62
29497,1603,"OK",70,63
28132,1644,"OK",70,64
3233,560,"OK",70,65
45797,2084,"OK",70,66
32830,1877,"OK",70,67
11743,965,"OK",70,68
39320,1901,"OK",70,69
0,0,"OK",70,70
33253,1970,"OK",70,71
13089,1876,"OK",70,72
34618,1905,"OK",70,73
23242,1402,"OK",70,74
15664,1069,"OK",70,75
25139,1472,"OK",70,76
20173,1538,"OK",70,77
7448,817,"OK",70,78
19642,1189,"OK",70,79
44737,2042,"OK",70,80
48712,2329,"OK",70,81
59278,2800,"OK",70,82
10769,991,"OK",70,83
100766,4121,"OK",70,84
40620,1918,"OK",70,85
37366,1966,"OK",70,86
65535,2918,"OK",70,87
64570,2662,"OK",70,88
44109,2102,"OK",70,89
115006,5050,"OK",70,90
13716,1375,"OK",70,91
20718,1197,"OK",70,92
18316,1368,"OK",70,93
23659,1359,"OK",70,94
30507,1582,"OK",70,95
8308,1201,"OK",70,96
40931,2120,"OK",70,97
38113,1756,"OK",70,98
37530,2189,"OK",70,99
48910,2611,"OK",70,100
49780,2265,"OK",70,101
40872,2103,"OK",70,102
100725,4095,"OK",70,103
44924,2231,"OK",70,104
16312,1318,"OK",70,105
16307,1316,"OK",70,106
33175,1889,"OK",70,107
26896,1471,"OK",70,108
42756,2002,"OK",70,109
40971,2428,"OK",70,110
43966,1976,"OK",70,111
2863,496,"OK",70,112
44258,2335,"OK",70,113
12684,1333,"OK",70,114
56894,2692,"OK",70,115
3551,645,"OK",70,116
10005,1447,"OK",70,117
30741,1719,"OK",70,0
32357,1492,"OK",71,1
29806,1519,"OK",71,2
61140,2546,"OK",71,3
52003,3001,"OK",71,4
25420,1320,"OK",71,5
24700,1983,"OK",71,6
61636,2727,"OK",71,7
53065,2507,"OK",71,8
37973,2091,"OK",71,9
22613,1356,"OK",71,10
66281,3158,"OK",71,11
34808,1897,"OK",71,12
64127,3183,"OK",71,13
69053,3337,"OK",71,14
5606,805,"OK",71,15
6026,640,"OK",71,16
39670,2052,"OK",71,17
64127,3183,"OK",71,18
31536,1934,"OK",71,19
2886,498,"OK",71,20
5851,831,"OK",71,21
76623,3120,"OK",71,22
59191,2994,"OK",71,23
37183,2080,"OK",71,24
22738,1516,"OK",71,25
66781,3357,"OK",71,26
69901,3542,"OK",71,27
24786,1635,"OK",71,28
28567,1764,"OK",71,29
68899,3261,"OK",71,30
91256,4251,"OK",71,31
16080,924,"OK",71,32
33873,1886,"OK",71,33
71426,3371,"OK",71,34
53350,2585,"OK",71,35
58544,2535,"OK",71,36
51919,2943,"OK",71,37
36043,2113,"OK",71,38
34225,1585,"OK",71,39
51164,2481,"OK",71,40
11343,866,"OK",71,41
61300,3215,"OK",71,42
30154,2046,"OK",71,43
35546,2000,"OK",71,44
40831,2398,"OK",71,45
49044,2853,"OK",71,46
42271,2019,"OK",71,47
58384,3277,"OK",71,48
45163,1995,"OK",71,49
59557,2635,"OK",71,50
37688,2139,"OK",71,51
8181,954,"OK",71,52
54381,2937,"OK",71,53
33705,1804,"OK",71,54
25373,1853,"OK",71,55
22297,1374,"OK",71,56
49490,2707,"OK",71,57
25490,1277,"OK",71,58
50340,2166,"OK",71,59
34033,1879,"OK",71,60
57395,2923,"OK",71,61
41567,2404,"OK",71,62
18254,1466,"OK",71,63
39128,2249,"OK",71,64
24930,2036,"OK",71,65
59958,2677,"OK",71,66
43509,2231,"OK",71,67
28836,2081,"OK",71,68
62816,3048,"OK",71,69
33629,1988,"OK",71,70
0,0,"OK",71,71
22282,1327,"OK",71,72
9978,1233,"OK",71,73
14719,1264,"OK",71,74
31569,1590,"OK",71,75
42778,2215,"OK",71,76
33975,1895,"OK",71,77
35262,1966,"OK",71,78
34889,1778,"OK",71,79
66281,3158,"OK",71,80
59511,2635,"OK",71,81
61280,2592,"OK",71,82
24485,1825,"OK",71,83
76477,3240,"OK",71,84
54781,2512,"OK",71,85
52451,3018,"OK",71,86
73747,3104,"OK",71,87
79802,3146,"OK",71,88
63215,3132,"OK",71,89
90717,4169,"OK",71,90
25169,1765,"OK",71,91
40587,2046,"OK",71,92
32527,1680,"OK",71,93
39925,2280,"OK",71,94
4038,586,"OK",71,95
24088,1643,"OK",71,96
40168,1780,"OK",71,97
10385,702,"OK",71,98
36767,1849,"OK",71,99
48147,2271,"OK",71,100
69648,3113,"OK",71,101
40109,1763,"OK",71,102
76436,3214,"OK",71,103
58386,2586,"OK",71,104
30592,1726,"OK",71,105
30587,1724,"OK",71,106
43443,2196,"OK",71,107
52925,2616,"OK",71,108
56916,2595,"OK",71,109
57237,3349,"OK",71,110
65509,3091,"OK",71,111
36306,2218,"OK",71,112
64127,3183,"OK",71,113
31240,1829,"OK",71,114
65206,2766,"OK",71,115
32550,1992,"OK",71,116
22110,1334,"OK",71,117
2952,483,"OK",71,0
20737,1361,"OK",72,1
6337,991,"OK",72,2
49519,2416,"OK",72,3
46315,3036,"OK",72,4
6049,851,"OK",72,5
10437,1484,"OK",72,6
43269,2511,"OK",72,7
29832,1920,"OK",72,8
9359,1605,"OK",72,9
612,148,"OK",72,10
44897,2621,"OK",72,11
7280,1294,"OK",72,12
40893,2596,"OK",72,13
51959,2904,"OK",72,14
25137,1525,"OK",72,15
22769,1287,"OK",72,16
9701,1455,"OK",72,17
40893,2596,"OK",72,18
40693,2050,"OK",72,19
24289,1536,"OK",72,20
25041,1501,"OK",72,21
55789,2826,"OK",72,22
39526,2327,"OK",72,23
46339,2196,"OK",72,24
31873,1594,"OK",72,25
47116,2689,"OK",72,26
50237,2874,"OK",72,27
33943,1751,"OK",72,28
8902,1096,"OK",72,29
45665,2674,"OK",72,30
108127,4864,"OK",72,31
12858,1039,"OK",72,32
50744,2498,"OK",72,33
50043,2834,"OK",72,34
33724,2155,"OK",72,35
36595,1995,"OK",72,36
32254,2275,"OK",72,37
16379,1445,"OK",72,38
22604,1454,"OK",72,39
27931,1894,"OK",72,40
28215,1479,"OK",72,41
41635,2548,"OK",72,42
39288,2124,"OK",72,43
15882,1333,"OK",72,44
17654,1818,"OK",72,45
29380,2185,"OK",72,46
20322,1479,"OK",72,47
49151,3115,"OK",72,48
33542,1865,"OK",72,49
40906,2376,"OK",72,50
9848,1817,"OK",72,51
22347,1326,"OK",72,52
34717,2270,"OK",72,53
14078,1373,"OK",72,54
4656,769,"OK",72,55
813,208,"OK",72,56
29826,2039,"OK",72,57
13869,1147,"OK",72,58
38719,2036,"OK",72,59
11352,1380,"OK",72,60
37731,2255,"OK",72,61
37843,2444,"OK",72,62
27388,1544,"OK",72,63
20621,1728,"OK",72,64
10385,1416,"OK",72,65
38008,2137,"OK",72,66
25041,1931,"OK",72,67
37993,2198,"OK",72,68
45723,2616,"OK",72,69
14403,1747,"OK",72,70
22249,1283,"OK",72,71
0,0,"OK",72,72
32532,1875,"OK",72,73
23854,1341,"OK",72,74
7773,1151,"OK",72,75
20829,1674,"OK",72,76
14349,1465,"OK",72,77
44419,2082,"OK",72,78
15263,1348,"OK",72,79
44897,2621,"OK",72,80
40923,2382,"OK",72,81
49659,2462,"OK",72,82
33642,1941,"OK",72,83
93348,3853,"OK",72,84
32831,1971,"OK",72,85
32786,2351,"OK",72,86
57746,2971,"OK",72,87
59181,2862,"OK",72,88
43550,2465,"OK",72,89
107589,4782,"OK",72,90
4392,696,"OK",72,91
17353,1459,"OK",72,92
12901,1249,"OK",72,93
20261,1612,"OK",72,94
28420,1552,"OK",72,95
4682,795,"OK",72,96
28547,1650,"OK",72,97
27257,1315,"OK",72,98
25146,1719,"OK",72,99
36526,2140,"OK",72,100
46415,2527,"OK",72,101
28488,1633,"OK",72,102
93307,3827,"OK",72,103
37135,2284,"OK",72,104
5814,948,"OK",72,105
5809,947,"OK",72,106
25386,1943,"OK",72,107
33298,2185,"OK",72,108
34967,2055,"OK",72,109
37573,2681,"OK",72,110
43801,2458,"OK",72,111
10924,1572,"OK",72,112
40893,2596,"OK",72,113
5693,973,"OK",72,114
53585,2636,"OK",72,115
18240,1994,"OK",72,116
3055,562,"OK",72,117
24871,1575,"OK",72,0
38739,2009,"OK",73,1
40414,2173,"OK",73,2
71748,3201,"OK",73,3
53148,2868,"OK",73,4
36028,1974,"OK",73,5
33232,2376,"OK",73,6
72243,3382,"OK",73,7
63673,3161,"OK",73,8
44981,2347,"OK",73,9
33211,2008,"OK",73,10
67426,3024,"OK",73,11
45416,2551,"OK",73,12
80669,3858,"OK",73,13
70198,3203,"OK",73,14
9652,1016,"OK",73,15
20607,1334,"OK",73,16
40706,1979,"OK",73,17
80669,3858,"OK",73,18
32681,1800,"OK",73,19
7203,832,"OK",73,20
9556,992,"OK",73,21
87231,3774,"OK",73,22
70326,3178,"OK",73,23
38328,1946,"OK",73,24
10816,978,"OK",73,25
71488,3277,"OK",73,26
75181,3402,"OK",73,27
25931,1501,"OK",73,28
39165,2415,"OK",73,29
79506,3915,"OK",73,30
92246,4443,"OK",73,31
26688,1578,"OK",73,32
34863,2078,"OK",73,33
72571,3237,"OK",73,34
55186,2570,"OK",73,35
69151,3189,"OK",73,36
68037,3017,"OK",73,37
50283,2701,"OK",73,38
44833,2239,"OK",73,39
61772,3135,"OK",73,40
13431,1143,"OK",73,41
77298,3433,"OK",73,42
11346,1233,"OK",73,43
49786,2588,"OK",73,44
53029,2944,"OK",73,45
66863,3176,"OK",73,46
52879,2673,"OK",73,47
59530,3143,"OK",73,48
55770,2650,"OK",73,49
70164,3289,"OK",73,50
44958,2430,"OK",73,51
14302,1216,"OK",73,52
72637,3477,"OK",73,53
44312,2458,"OK",73,54
35971,2505,"OK",73,55
32895,2025,"OK",73,56
58837,2804,"OK",73,57
36097,1932,"OK",73,58
60947,2820,"OK",73,59
44640,2533,"OK",73,60
68530,3107,"OK",73,61
42712,2270,"OK",73,62
6814,731,"OK",73,63
49735,2903,"OK",73,64
37821,2149,"OK",73,65
70565,3331,"OK",73,66
54116,2885,"OK",73,67
29981,1948,"OK",73,68
63961,2915,"OK",73,69
34774,1855,"OK",73,70
9946,1222,"OK",73,71
32880,1979,"OK",73,72
0,0,"OK",73,73
11131,1027,"OK",73,74
42177,2244,"OK",73,75
53385,2869,"OK",73,76
44583,2549,"OK",73,77
36408,1832,"OK",73,78
45497,2432,"OK",73,79
67426,3024,"OK",73,80
70118,3289,"OK",73,81
71887,3246,"OK",73,82
25630,1691,"OK",73,83
77466,3432,"OK",73,84
65388,3166,"OK",73,85
65569,3093,"OK",73,86
84355,3759,"OK",73,87
90409,3801,"OK",73,88
66798,3085,"OK",73,89
91707,4361,"OK",73,90
35767,2417,"OK",73,91
51194,2700,"OK",73,92
43135,2334,"OK",73,93
54165,2868,"OK",73,94
7258,719,"OK",73,95
34686,2294,"OK",73,96
50775,2434,"OK",73,97
14814,1067,"OK",73,98
48163,2423,"OK",73,99
58754,2925,"OK",73,100
80256,3768,"OK",73,101
50716,2417,"OK",73,102
77425,3406,"OK",73,103
68993,3240,"OK",73,104
41200,2380,"OK",73,105
41194,2378,"OK",73,106
54050,2850,"OK",73,107
55099,2599,"OK",73,108
67524,3249,"OK",73,109
76044,3858,"OK",73,110
66654,2958,"OK",73,111
37451,2085,"OK",73,112
80669,3858,"OK",73,113
41847,2484,"OK",73,114
75814,3420,"OK",73,115
33696,1858,"OK",73,116
32708,1986,"OK",73,117
10285,1009,"OK",73,0
34083,1582,"OK",74,1
31531,1610,"OK",74,2
62866,2637,"OK",74,3
44330,2321,"OK",74,4
27146,1410,"OK",74,5
24414,1830,"OK",74,6
63361,2818,"OK",74,7
54791,2598,"OK",74,8
36163,1800,"OK",74,9
24329,1445,"OK",74,10
58608,2478,"OK",74,11
36534,1988,"OK",74,12
65852,3274,"OK",74,13
61380,2657,"OK",74,14
8079,875,"OK",74,15
26221,1275,"OK",74,16
31887,1433,"OK",74,17
65852,3274,"OK",74,18
23863,1254,"OK",74,19
12824,832,"OK",74,20
7983,851,"OK",74,21
78349,3211,"OK",74,22
61507,2632,"OK",74,23
29510,1400,"OK",74,24
11260,806,"OK",74,25
62670,2731,"OK",74,26
66362,2855,"OK",74,27
17113,955,"OK",74,28
30283,1852,"OK",74,29
70624,3352,"OK",74,30
97859,4384,"OK",74,31
17806,1014,"OK",74,32
40476,2019,"OK",74,33
63753,2691,"OK",74,34
46368,2024,"OK",74,35
60269,2626,"OK",74,36
59219,2470,"OK",74,37
41401,2137,"OK",74,38
35950,1675,"OK",74,39
52889,2572,"OK",74,40
19045,1084,"OK",74,41
68480,2886,"OK",74,42
18676,1337,"OK",74,43
40904,2025,"OK",74,44
42556,2488,"OK",74,45
58045,2630,"OK",74,46
43997,2110,"OK",74,47
50711,2597,"OK",74,48
46888,2086,"OK",74,49
61282,2725,"OK",74,50
36140,1883,"OK",74,51
7052,758,"OK",74,52
59738,2962,"OK",74,53
35430,1894,"OK",74,54
27089,1942,"OK",74,55
24013,1462,"OK",74,56
50019,2257,"OK",74,57
27215,1368,"OK",74,58
52065,2256,"OK",74,59
35758,1969,"OK",74,60
59712,2560,"OK",74,61
33894,1724,"OK",74,62
4820,663,"OK",74,63
